id,external_id,provider,name,image_url
4448,49ff80a3ff8e46d99d2c1c86ab8bca29,bgaming,Halloween Bonanza,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/49ff80a3ff8e46d99d2c1c86ab8bca29/public
4449,ec24d75fda7e4b09813cdad13d52c044,gameart,Aladdin's Quest,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/ec24d75fda7e4b09813cdad13d52c044/public
7346,876b3d1576dc43b38d1bc13d9ff5e556,spinomenal,Athena's Glory,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/876b3d1576dc43b38d1bc13d9ff5e556/public
7361,f2f3d48935ef275389a83ac6575572df5805571a,pragmaticplay,Firebird Spirit,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/f2f3d48935ef275389a83ac6575572df5805571a/public
7363,b9a42ecf23ec5d9405b0713fa824214d68a94451,pragmaticplay,Muertos Multiplier Megaways,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/b9a42ecf23ec5d9405b0713fa824214d68a94451/public
4464,1b6231825485ba9404b96a69e68714f22538c524,nolimitcity,Little Bighorn,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/1b6231825485ba9404b96a69e68714f22538c524/public
4480,efbb228b21ddcaa36f2e69f9a0a3ce7b705b2933,wazdan,Larry the Leprechaun Easter,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/efbb228b21ddcaa36f2e69f9a0a3ce7b705b2933/public
7368,ba92e1e5f2ab2d9dfe97fbce8e55c80cb3080aae,kagaming,Hungry Shark,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/ba92e1e5f2ab2d9dfe97fbce8e55c80cb3080aae/public
7371,6357c9086c73348025ba00d25d37668c197787b4,spinomenal,1 Reel Wolf Fang,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/6357c9086c73348025ba00d25d37668c197787b4/public
7372,0f96164927130b45d1f72069642fd0c1a1b4060d,pragmaticplay,Candy Stars,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/0f96164927130b45d1f72069642fd0c1a1b4060d/public
7385,afe11438b26714f554b20d435fcae0e94cbcd900,boominggames,Dice Dice Baby,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/afe11438b26714f554b20d435fcae0e94cbcd900/public
4492,dd42a59c51b342781078c433864f262b9d120808,bgaming,Elvis Frog TRUEWAYS,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/dd42a59c51b342781078c433864f262b9d120808/public
4494,cf5a5256c8bb122225d2b8b004adc45970f458ca,gameart,Diamond Magic Deluxe,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/cf5a5256c8bb122225d2b8b004adc45970f458ca/public
4495,062ba0cae85139402febb5a0a98809a4097f0caa,wazdan,Burning Sun,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/062ba0cae85139402febb5a0a98809a4097f0caa/public
7390,915addd1fe104863e65027dafc233577df3f690f,pragmaticplay,Sword of Ares,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/915addd1fe104863e65027dafc233577df3f690f/public
4694,36049f17a5f3827c6c4e3e5d5ac9cdcd0a16803f,playngoasia,Merlin's Grimoire,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/36049f17a5f3827c6c4e3e5d5ac9cdcd0a16803f/public
4697,a2687b576c7974367dcdafe30048ede54ee9a048,printstudios,Huntress Wild Vengeance,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/a2687b576c7974367dcdafe30048ede54ee9a048/public
4704,7976d35a5055716ed855598466b784f37844445b,silverback,Golden Calaveras,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/7976d35a5055716ed855598466b784f37844445b/public
4717,a3be6b2258fce6a57ab6646f620c806b2a2463fb,silverback,Wilds Of The West,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/a3be6b2258fce6a57ab6646f620c806b2a2463fb/public
4721,5867f6ea554d39fefbada3c95b0f93b8d7428ea4,quickspin,Eastern Emeralds Megaways,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/5867f6ea554d39fefbada3c95b0f93b8d7428ea4/public
4723,3c8db276547caef22ebac906ae9fa9fba14d6a0d,quickspin,Spinions Game Day,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/3c8db276547caef22ebac906ae9fa9fba14d6a0d/public
7406,1668b39f10428a60b004d6c1ae67bf7168bce169,spinomenal,1 Reel Majestic King,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/1668b39f10428a60b004d6c1ae67bf7168bce169/public
7408,a23d665a102331833db91fcf1c947aef307f001a,pragmaticplay,Release the Kraken 2,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/a23d665a102331833db91fcf1c947aef307f001a/public
4731,3a3a634b94aeb9decd9434a42bad2843c7c49fb2,threeoaks,Sticky Piggy,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/3a3a634b94aeb9decd9434a42bad2843c7c49fb2/public
7412,89036ac2e9312ee688d20fce04b41cf76129d387,boominggames,The Rodfather Megaways,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/89036ac2e9312ee688d20fce04b41cf76129d387/public
7413,1d59360462e71c7b6dc7eac205333c05d5f31aba,pragmaticplay,Spin & Score Megaways,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/1d59360462e71c7b6dc7eac205333c05d5f31aba/public
7415,13d33093ccd208fd2827300e5d415e7f57940d13,pragmaticplay,Towering Fortunes,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/13d33093ccd208fd2827300e5d415e7f57940d13/public
4744,7358d4a5594c7a1e67e182acdbc9808a84d03f07,nolimitcity,Serial,https://imagedelivery.net/1nvGfW1exHCjskQD2_2iHA/game/7358d4a5594c7a1e67e182acdbc9808a84d03f07/public
